IDOrder,Status,OrderedDate,ConfirmDate,DeliveryDate,DeliveredDate,TotalMoney,TotalAmount,IDMember,Address,PhoneNumber,Email,FullName,Notes,IDZipCode,IDShipper
4427,4,2018-12-07 00:08:00,2018-12-07 00:15:00,2018-12-07 07:58:00,2018-12-08 23:39:00,12040000,4,193,"Bolama, La Guajira, Vaini",0984429047,tran.tri@hoasengroup.vn,Đặng Tiểu Bình,Giao nhanh nha anh !,1536,6
4428,4,2019-09-24 00:59:00,2019-09-24 01:50:00,2019-09-24 10:46:00,2019-09-26 12:00:00,8849000,1,45,"Phường Bửu Long, TP. Biên Hòa, Đồng Nai",0984429047,luatsuhoadnt@yahoo.com,Trương Tấn Khôi,Giao nhanh nha anh !,551,4
4429,4,2019-09-03 20:30:00,2019-09-04 01:05:00,2019-09-04 07:27:00,2019-09-06 14:35:00,1418000,1,428,"Xã Suối Nghệ, Huyện Châu Đức, Bà Rịa - Vũng Tàu",0984429047,ngoducminh17@gmail.com, Phạm Tấn Thành,Giao nhanh nha anh !,510,5
4430,4,2018-02-09 18:47:00,2018-02-09 22:25:00,2018-02-10 06:29:00,2018-02-11 06:14:00,8849000,1,200,"Phường 16, Quận Gò Vấp, Hồ Chí Minh",0984429047,hairdungsaigon@gmail.com,Lê Phước Á,Giao nhanh nha anh !,216,7
4431,4,2018-11-25 02:48:00,2018-11-25 03:54:00,2018-11-25 20:09:00,2018-11-27 20:10:00,2836000,2,340,"Phường Đề Thám, TP. Thái Bình, Thái Bình",0984429047,phamthiyenazlaw@gmail.com,Nguyễn Đức Thành,Giao nhanh nha anh !,661,5
4432,4,2019-03-28 06:55:00,2019-03-28 11:22:00,2019-03-29 01:38:00,2019-03-31 08:31:00,6480000,2,411,"Phường 03, Quận Gò Vấp, Hồ Chí Minh",0984429047,tamnv2209@gmail.com,Trần Thị Thanh Nhàn,Giao nhanh nha anh !,203,2
4433,4,2019-01-30 12:01:00,2019-01-30 13:17:00,2019-01-31 07:05:00,2019-02-01 04:37:00,4140500,1,496,"Santo Domingo, Kor  , North-West",0984429047,vnvananhnguyen91@gmail.com,Hoàng Thị Bảo Kim,Giao nhanh nha anh !,832,2
4434,4,2020-02-01 18:45:00,2020-02-01 22:28:00,2020-02-02 08:51:00,2020-02-03 23:03:00,9178500,2,515,"Calvados, Ruyigi, Douglas",0984429047,danghuongvt@gmail.com,Jariya Chirathivat,Giao nhanh nha anh !,1149,3
4435,4,2019-01-18 08:07:00,2019-01-18 10:47:00,2019-01-18 20:39:00,2019-01-20 01:33:00,6496000,4,493,"Zamora, Kushtia, Medina",0984429047,huonglien001@gmail.com,Trần Thị Thanh Trang,Giao nhanh nha anh !,1018,3
4436,4,2019-08-26 04:10:00,2019-08-26 07:45:00,2019-08-27 02:02:00,2019-08-28 16:00:00,5869000,1,50,"Berlin, Bi_, Molepolole",0984429047,embroiderynk@hcm.vnn.vn,Phan Thị Hoài Thương,Giao nhanh nha anh !,772,1
4437,4,2019-10-15 04:28:00,2019-10-15 05:35:00,2019-10-15 15:05:00,2019-10-17 10:26:00,1638000,1,479,"Lab_, Cundinamarca, Same",0984429047,chuyenthuylien@gmail.com,Trương Thị Thùy Duyên,Giao nhanh nha anh !,1471,5
4438,4,2020-02-15 08:34:00,2020-02-15 12:02:00,2020-02-15 20:33:00,2020-02-17 22:47:00,15818000,2,60,"Phường 01, Quận 8, Hồ Chí Minh",0984429047,pqmeeting@phuquocland.net,Trần Thị Hằng,Giao nhanh nha anh !,90,6
4439,4,2019-11-14 00:17:00,2019-11-14 03:40:00,2019-11-14 16:49:00,2019-11-17 00:26:00,17698000,2,191,"Central River, Ribeira Brava, Maracaibo",0984429047,nghiatnv162@taynamviet.com.vn,Trần Đình Uy Vũ,Giao nhanh nha anh !,1458,1
4440,4,2018-04-09 04:31:00,2018-04-09 06:34:00,2018-04-09 21:07:00,2018-04-11 14:31:00,5581500,2,230,"Cantal, K_n_dougou, Encamp",0984429047,quynhchau_vsb@yahoo.com,Doãn Ngọc Chấn,Giao nhanh nha anh !,1070,4
4441,4,2018-05-19 02:34:00,2018-05-19 06:01:00,2018-05-19 18:30:00,2018-05-21 20:43:00,12590500,3,449,"Long Hưng, TP. Biên Hòa, Đồng Nai",0984429047,hanhmt@ckca.vn,Nguyễn Viết Hoàng,Giao nhanh nha anh !,546,9
4442,4,2018-12-01 02:18:00,2018-12-01 04:09:00,2018-12-01 15:28:00,2018-12-03 09:21:00,1418000,1,321,"Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",0984429047,ngqduan@gmail.com,Trần Xuân Tỉnh,Giao nhanh nha anh !,117,6
4443,4,2018-04-27 20:25:00,2018-04-27 22:08:00,2018-04-28 09:24:00,2018-04-29 06:26:00,10745000,3,393,"Phường Thượng Thanh, Quận Long Biên, Hà Nội",0984429047,nam.hvtc28@gmail.com,Lê Ly Na,Giao nhanh nha anh !,365,5
4444,4,2020-01-25 23:10:00,2020-01-26 02:15:00,2020-01-26 19:23:00,2020-01-28 21:37:00,3240000,1,294,"San Marcos, Mecklenburg-Vorpommern, Auki",0984429047,bimico@binhduong.com.vn,Hoàng Phương Minh,Giao nhanh nha anh !,1528,5
4445,4,2019-11-29 05:17:00,2019-11-29 06:11:00,2019-11-29 12:51:00,2019-12-01 21:43:00,7276000,3,493,"Xã Lộc Thanh, TP. Bảo Lộc, Lâm Đồng",0984429047,huonglien001@gmail.com,Trần Thị Thanh Trang,Giao nhanh nha anh !,679,5
4446,4,2019-07-25 22:26:00,2019-07-26 02:37:00,2019-07-26 12:03:00,2019-07-28 10:21:00,12198000,3,242,"Xã Đồng Mai, Quận Hà Đông, Hà Nội",0984429047,phanvanbay11@gmail.com,Huỳnh Hồng Lợi,Giao nhanh nha anh !,433,3
4447,4,2018-01-13 14:48:00,2018-01-13 17:25:00,2018-01-14 05:51:00,2018-01-15 17:37:00,5869000,1,276,"Phường 22, Quận Bình Thạnh, Hồ Chí Minh",0984429047,vietnvq@kienlongbank.com,Phạm Phú Quốc,Giao nhanh nha anh !,232,7
4448,4,2019-04-27 21:49:00,2019-04-27 23:25:00,2019-04-28 15:31:00,2019-04-29 12:47:00,8218000,2,192,"Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh",0984429047,nghiakimdung@yahoo.com.vn,Bùi Ngọc Tiến,Giao nhanh nha anh !,261,7
4449,4,2019-03-01 03:55:00,2019-03-01 07:21:00,2019-03-02 01:59:00,2019-03-03 05:54:00,2836000,2,257,"Ouargla, Salzburg, Al Ḩadd",0984429047,thanhphatcompany@vnn.vn,Phạm Thúy Ngọc Nga,Giao nhanh nha anh !,890,2
4450,4,2018-10-23 04:14:00,2018-10-23 05:41:00,2018-10-23 19:04:00,2018-10-25 03:07:00,5260000,2,123,"Koubia, La Araucan a, Paramaribo",0984429047,phuc.le@ap.averydennison.com,Võ Thành Trí,Giao nhanh nha anh !,1449,5
4451,4,2018-03-02 03:12:00,2018-03-02 06:13:00,2018-03-02 19:40:00,2018-03-03 18:25:00,14085000,4,334,"Kanta-H_me, Zrdab, Muscat",0984429047,thuytrangkt168@gmail.com,Mai Văn Khoán,Giao nhanh nha anh !,995,7
4452,4,2019-10-31 09:28:00,2019-10-31 13:06:00,2019-11-01 04:07:00,2019-11-03 00:43:00,6205000,3,184,"West Dunbartonshire, Ouham-Pend_, Guadalajara",0984429047,phonh@esquel.com, Đoàn Thị Kim Anh,Giao nhanh nha anh !,1361,1
4453,4,2018-12-28 04:37:00,2018-12-28 06:01:00,2018-12-28 14:19:00,2018-12-30 01:07:00,1610000,1,213,"Phường 08, Quận 3, Hồ Chí Minh",0984429047,ngocmaitran2012@gmail.com,Nguyễn Văn Dưỡng,Giao nhanh nha anh !,29,6
4454,4,2019-08-03 08:51:00,2019-08-03 08:55:00,2019-08-03 18:36:00,2019-08-06 05:10:00,8118000,3,225,"Saint Patrick, Liaoning, Mon Repos",0984429047,scarlettran_2609@yahoo.com,Ngô Nam Định,Giao nhanh nha anh !,1397,9
4455,4,2019-05-16 10:28:00,2019-05-16 12:05:00,2019-05-16 21:44:00,2019-05-18 04:50:00,7349000,2,238,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",0984429047,nhung.tranthituyet@yeobd.com,Xie Bingbing,Giao nhanh nha anh !,367,8
4456,4,2019-02-14 17:01:00,2019-02-14 19:49:00,2019-02-15 05:08:00,2019-02-16 02:55:00,10754000,3,245,"Phường 04, Quận 10, Hồ Chí Minh",0984429047,ngocthuynaomi@yahoo.com, Nguyễn Văn Thành,Giao nhanh nha anh !,122,6
4457,4,2019-05-01 05:29:00,2019-05-01 09:35:00,2019-05-02 02:43:00,2019-05-03 09:34:00,1638000,1,84,"Navarra / Nafarroa, Rajbari, Manila",0984429047,ngocdx@trungdungco.com.vn, Nguyễn Văn Hoàng,Giao nhanh nha anh !,1008,4
4458,4,2018-07-09 02:53:00,2018-07-09 04:52:00,2018-07-09 22:34:00,2018-07-12 07:10:00,2780000,1,450,"Dorset, Cat Island, Olonkinbyen",0984429047,nguyenngocchi37@gmail.com,Đào Thị Như Huyên,Giao nhanh nha anh !,1244,4
4459,4,2019-02-11 06:06:00,2019-02-11 06:45:00,2019-02-12 00:51:00,2019-02-13 19:14:00,23956000,4,129,"Western, Cauca, Santa Cruz de la Sierra",0984429047,le_huy2102@yahoo.com,Trần Triệu Anh,Giao nhanh nha anh !,1412,1
4460,4,2019-04-11 15:09:00,2019-04-11 19:45:00,2019-04-12 06:42:00,2019-04-13 08:40:00,14389000,3,157,"Phường 19, Quận Bình Thạnh, Hồ Chí Minh",0984429047,sonluu@vietson.vn, Nguyễn Thị Thanh Thúy,Giao nhanh nha anh !,230,2
4461,4,2018-10-17 00:50:00,2018-10-17 03:25:00,2018-10-17 18:55:00,2018-10-19 04:13:00,6148000,2,457,"Phường 08, Quận Tân Bình, Hồ Chí Minh",0984429047,daotrankhanh_1@yahoo.com, Lê Xuân Hậu,Giao nhanh nha anh !,168,7
4462,4,2019-03-14 16:05:00,2019-03-14 19:47:00,2019-03-15 11:55:00,2019-03-17 07:47:00,3520000,1,279,"P lvamaa, Beylqan, Kutaisi",0984429047,viethung@dntbinhduong.com,Nguyễn Thuận,Giao nhanh nha anh !,915,2
4463,4,2019-03-29 01:00:00,2019-03-29 05:20:00,2019-03-29 16:47:00,2019-03-31 17:47:00,18252000,4,464,"Carmarthenshire [Sir Gaerfyrddin GB-GFY], Ragged Island, Novosibirsk",0984429047,contact@ketoanhongtrang.vn, Nguyễn Thị Thanh Truyền,Giao nhanh nha anh !,1221,9
4464,4,2018-11-21 19:09:00,2018-11-21 22:45:00,2018-11-22 12:58:00,2018-11-24 04:24:00,10560000,2,65,"Not o Aiga o, Ribeira Grande, Wellington",0984429047,trongminh@binhduongcityland.vn, Lê Thái,Giao nhanh nha anh !,1507,6
4465,4,2018-12-06 05:03:00,2018-12-06 09:17:00,2018-12-06 19:49:00,2018-12-08 17:23:00,19018000,4,77,"Tombali, Cienfuegos, Haveluloto",0984429047,ngocvd-realty@unigroup.com,Nguyễn Quang Tòa,Giao nhanh nha anh !,1535,1
4466,4,2018-11-04 22:19:00,2018-11-04 23:09:00,2018-11-05 13:50:00,2018-11-07 19:44:00,4140500,1,134,"Phường Duy Tân, TP. Kon Tum, Kon Tum",0984429047,lengobaosang@gmail.com,Nguyễn Văn Trực,Giao nhanh nha anh !,665,5
4467,4,2019-12-06 01:32:00,2019-12-06 01:33:00,2019-12-06 13:06:00,2019-12-08 06:01:00,9714000,4,290,"Dinguiraye, Shanghai, Stanley",0984429047,cong.tlc@becamex.com.vn,Nguyễn Ngọc Sang,Giao nhanh nha anh !,1432,5
4468,4,2020-02-03 09:35:00,2020-02-03 14:33:00,2020-02-04 07:57:00,2020-02-05 07:27:00,10359500,2,367,"Sachsen, Al Fujayrah, Obock",0984429047,trandangkhoa06591@gmail.com.em,Võ Út Quyên,Giao nhanh nha anh !,806,7
4469,4,2019-08-24 13:20:00,2019-08-24 14:40:00,2019-08-25 00:56:00,2019-08-27 05:37:00,9400000,2,492,"Phường Quán Thánh, Quận Ba Đình, Hà Nội",0984429047,co_be_ko_tim@yahoo.com.vn,Lý Trầm Anh Duy,Giao nhanh nha anh !,491,4
4470,4,2020-01-29 07:50:00,2020-01-29 09:25:00,2020-01-30 04:35:00,2020-02-01 16:23:00,5858000,2,168,"Phường 08, Quận 5, Hồ Chí Minh",0984429047,namvietmy@gmail.com,Lý Minh Phương,Giao nhanh nha anh !,58,6
4471,4,2019-10-28 22:33:00,2019-10-29 00:03:00,2019-10-29 11:52:00,2019-10-30 13:04:00,9949000,2,364,"Phường Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",0984429047,dbloan33@gmail.com,Nguyễn Thị Hồng Hiên,Giao nhanh nha anh !,617,4
4472,4,2018-07-11 13:48:00,2018-07-11 16:56:00,2018-07-12 01:51:00,2018-07-13 12:51:00,7039000,2,335,"Eilean Siar, San Salvador, Basel",0984429047,hothidieukta@gmail.com,Nguyễn Thị Mai Phương,Giao nhanh nha anh !,1249,8
4473,4,2019-07-10 17:26:00,2019-07-10 20:05:00,2019-07-11 13:00:00,2019-07-13 11:03:00,9367000,3,375,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",0984429047,nhh205@gmail.com,Trần Thị Thu Thảo,Giao nhanh nha anh !,473,4
4474,4,2018-04-15 04:00:00,2018-04-15 06:48:00,2018-04-15 16:25:00,2018-04-17 03:41:00,6405000,3,47,"Corr ze, Sherpur, Antwerpen",0984429047,vietdatravel@gmail.com,Hồ Tân San,Giao nhanh nha anh !,1081,8
4475,4,2018-12-27 14:27:00,2018-12-27 15:04:00,2018-12-28 05:59:00,2018-12-30 02:33:00,6403500,2,161,"Olomouck_ kraj, Kandahar, Cotonou",0984429047,camhon.ly@hlbvn.hongleong.com,Trần Nguyễn Nhật Long Huy,Giao nhanh nha anh !,766,1
4476,4,2018-12-13 18:43:00,2018-12-13 19:29:00,2018-12-14 09:27:00,2018-12-15 14:07:00,11379000,3,54,"Phường Bến Nghé, Quận 1, Hồ Chí Minh",0984429047,sales@hoasencorp.com,Trần Nghiệm,Giao nhanh nha anh !,1,1
4477,4,2018-12-17 02:23:00,2018-12-17 05:39:00,2018-12-17 19:40:00,2018-12-19 07:54:00,18469000,3,38,"Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",0984429047,hieudinh@vietroyal.com.vn,Lê Thị Thoan,Giao nhanh nha anh !,9,1
4478,4,2019-06-19 08:02:00,2019-06-19 10:18:00,2019-06-19 22:50:00,2019-06-21 20:53:00,1638000,1,262,"Morbihan, Blagoevgrad, Pilsen",0984429047,ngthanhtong@vnn.vn, Nguyễn Thọ Tý,Giao nhanh nha anh !,1103,3
4479,4,2019-01-18 13:02:00,2019-01-18 15:49:00,2019-01-19 04:30:00,2019-01-20 14:18:00,15255000,4,6,"Liverpool, Nord-Ubangi, Toronto",0984429047,phanvui45@gmail.com,Phan Đăng Vui,Giao nhanh nha anh !,1294,4
4480,4,2018-10-19 20:35:00,2018-10-20 00:32:00,2018-10-20 12:52:00,2018-10-21 13:21:00,1638000,1,297,"Xã Vĩnh Trạch Đông, TP. Bạc Liêu, Bạc Liêu",0984429047,cuong_tran_2005@yahoo.com.vn,Lê Thanh Tuấn,Giao nhanh nha anh !,702,5
4481,4,2018-09-04 20:46:00,2018-09-05 00:56:00,2018-09-05 16:06:00,2018-09-07 19:04:00,6056000,3,161,"Southampton, Ticino (it), Le Lamentin",0984429047,camhon.ly@hlbvn.hongleong.com,Trần Nguyễn Nhật Long Huy,Giao nhanh nha anh !,1355,9
4482,4,2019-12-06 01:32:00,2019-12-06 01:33:00,2019-12-06 13:06:00,2019-12-08 06:01:00,22958000,4,378,"San Jos_, Baghlan, Luanda",0984429047,tbhuong1993@gmail.com,Nguyễn Thị Thùy Trang,Giao nhanh nha anh !,762,6
4483,4,2020-02-03 09:35:00,2020-02-03 14:33:00,2020-02-04 07:57:00,2020-02-05 07:27:00,15260000,4,449,"Sachsen, Al Fujayrah, Obock",0984429047,hanhmt@ckca.vn,Nguyễn Viết Hoàng,Giao nhanh nha anh !,806,2
4484,4,2019-02-15 12:06:00,2019-02-15 15:47:00,2019-02-15 22:17:00,2019-02-18 06:10:00,19094000,4,78,"Phường 05, Quận 10, Hồ Chí Minh",0984429047,chinh@motorimage.net,Nguyễn Văn Trực,Giao nhanh nha anh !,123,2
4485,4,2019-05-14 18:38:00,2019-05-14 23:00:00,2019-05-15 15:38:00,2019-05-17 14:26:00,1638000,1,366,"Xã Hiệp Phước, Huyện Nhà Bè, Hồ Chí Minh",0984429047,hoa11977@gmail.com.c,Thùy Thị Mai Hạnh,Giao nhanh nha anh !,294,7
4486,4,2018-08-27 05:26:00,2018-08-27 08:36:00,2018-08-27 20:42:00,2018-08-29 06:30:00,7040000,2,385,"Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",0984429047,phanthilieu888@gmail.com, Petter Erik Nyvoll,Giao nhanh nha anh !,600,9
4487,4,2019-10-11 02:43:00,2019-10-11 06:27:00,2019-10-11 17:44:00,2019-10-13 10:24:00,6901500,2,426,"Sj_lland, Ordino, Bimbo",0984429047,quanphung_trat@ymail.com,Lương Minh Sâm,Giao nhanh nha anh !,792,1
4488,4,2018-01-08 11:03:00,2018-01-08 15:17:00,2018-01-09 04:29:00,2018-01-10 11:34:00,2929000,1,504,"Phường Tân Phong, Quận 7, Hồ Chí Minh",0984429047,minhnguyet0294@yahoo.com,Phan Gia Tâm,Giao nhanh nha anh !,85,7
4489,4,2018-11-29 10:28:00,2018-11-29 15:04:00,2018-11-30 08:21:00,2018-12-02 16:57:00,14539000,4,473,"Phường Bà Triệu, TP. Nam Định, Nam Định",0984429047,hoa5789@gmail.com,Mai Cao Sơn,Giao nhanh nha anh !,713,1
4490,4,2018-06-25 06:08:00,2018-06-25 07:16:00,2018-06-26 00:01:00,2018-06-27 15:42:00,15818000,2,88,"Derry and Strabane, Chhukha, Moscow",0984429047,quangcanh0027@yahoo.com,Lê Đình Sạ,Giao nhanh nha anh !,1219,4
4491,4,2018-04-29 12:15:00,2018-04-29 16:12:00,2018-04-30 11:29:00,2018-05-02 08:49:00,9998500,3,228,"Xã Phước Lộc, Huyện Nhà Bè, Hồ Chí Minh",0984429047,truongtanhai6789@gmail.com, Lê Văn Lâm,Giao nhanh nha anh !,299,7
4492,4,2019-12-12 23:22:00,2019-12-13 03:39:00,2019-12-13 11:37:00,2019-12-15 02:20:00,23727000,3,192,"Phường Khánh Hậu, TP. Tân An, Long An",0984429047,nghiakimdung@yahoo.com.vn,Bùi Ngọc Tiến,Giao nhanh nha anh !,703,1
4493,4,2018-08-25 13:36:00,2018-08-25 15:31:00,2018-08-26 10:36:00,2018-08-28 11:07:00,1638000,1,378,"South Tyneside, Basse-Kotto, Le Gosier",0984429047,tbhuong1993@gmail.com,Nguyễn Thị Thùy Trang,Giao nhanh nha anh !,1336,4
4494,4,2018-05-24 05:19:00,2018-05-24 07:09:00,2018-05-24 17:52:00,2018-05-26 23:47:00,7380500,2,311,"Stoke-on-Trent, Magallanes, Plymouth",0984429047,huonggiangvietevent@yahoo.com,Nguyễn Quốc Hải,Giao nhanh nha anh !,1364,9
4495,4,2018-06-09 06:04:00,2018-06-09 10:47:00,2018-06-09 23:50:00,2018-06-11 20:10:00,4109000,1,486,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",0984429047,dieuqt81@gmail.com,Văn Công Khứ,Giao nhanh nha anh !,379,8
4496,4,2020-01-07 07:16:00,2020-01-07 11:41:00,2020-01-07 18:06:00,2020-01-09 01:41:00,17698000,2,24,"Quinara, Regi n Metropolitana de Santiago, Weno",0984429047,trungnt@unigroup.com.vn,Nguyễn Thị Niềm,Giao nhanh nha anh !,1494,1
4497,4,2018-04-28 22:05:00,2018-04-28 23:16:00,2018-04-29 10:11:00,2018-05-01 18:17:00,15818000,2,181,"Xã Phú Lãm, Quận Hà Đông, Hà Nội",0984429047,namthuanhoagroup@yahoo.com.vn,Huỳnh Quốc Vương,Giao nhanh nha anh !,436,8
4498,4,2018-06-17 21:23:00,2018-06-17 22:06:00,2018-06-18 14:14:00,2018-06-19 13:43:00,3971500,1,182,"Durham, Mayaguana, Oslo",0984429047,thienhungdryer@vnn.vn,Võ Mạnh Kiên,Giao nhanh nha anh !,1203,8
4499,4,2019-02-09 13:36:00,2019-02-09 17:32:00,2019-02-10 04:58:00,2019-02-11 02:59:00,4474000,3,105,"Phường Phước Bình, Quận 9, Hồ Chí Minh",0984429047,thanhkdth@gmail.com,Nguyễn Thị Hòa,Giao nhanh nha anh !,112,2
4500,4,2019-11-27 13:27:00,2019-11-27 17:06:00,2019-11-28 05:45:00,2019-11-29 14:20:00,11428000,2,485,"Phường Lộc Phát, TP. Bảo Lộc, Lâm Đồng",0984429047,thoang3nam@yahoo.com,Lê Văn Lượng,Giao nhanh nha anh !,675,1
4501,4,2020-02-11 01:55:00,2020-02-11 02:53:00,2020-02-11 09:22:00,2020-02-13 03:01:00,9891000,3,391,"Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",0984429047,mytrinh2205@gmail.com, Trương Lê Trọng Quí,Giao nhanh nha anh !,151,3
4502,4,2019-06-21 00:52:00,2019-06-21 04:23:00,2019-06-21 10:56:00,2019-06-22 18:17:00,2836000,2,302,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",0984429047,phatnv@msb.com.vn,Cao Thị Hồng Bút,Giao nhanh nha anh !,367,8
4503,4,2018-12-02 21:23:00,2018-12-02 23:07:00,2018-12-03 07:37:00,2018-12-04 19:37:00,3129000,1,492,"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",0984429047,co_be_ko_tim@yahoo.com.vn,Lý Trầm Anh Duy,Giao nhanh nha anh !,326,9
4504,4,2018-09-13 06:11:00,2018-09-13 07:14:00,2018-09-13 22:40:00,2018-09-14 21:54:00,3276000,2,277,"Torbay, Coquimbo, Pedregal",0984429047,toan_thinhphat@yahoo.com, Đinh Thị Lai,Giao nhanh nha anh !,1372,9
4505,4,2019-06-29 15:12:00,2019-06-29 19:43:00,2019-06-30 05:21:00,2019-07-02 05:51:00,10560000,2,140,"Seine-Saint-Denis, Al Muarraq, Herceg-Novi",0984429047,hailtt@vietabank.com.vn,Bùi Anh Thi,Giao nhanh nha anh !,1192,4
4506,4,2019-01-28 20:11:00,2019-01-29 00:12:00,2019-01-29 09:59:00,2019-01-30 22:14:00,18165000,4,380,"Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",0984429047,nmngoc.sh@gmail.com,Khổng Thanh Dũng,Giao nhanh nha anh !,89,6
4507,4,2020-02-01 18:45:00,2020-02-01 22:28:00,2020-02-02 08:51:00,2020-02-03 23:03:00,9359000,2,94,"Independencia, La Massana, Kisangani",0984429047,nghiakd2412@gmail.com,Huỳnh Văn Khái,Giao nhanh nha anh !,802,6
4508,4,2018-03-14 19:36:00,2018-03-14 22:31:00,2018-03-15 13:37:00,2018-03-17 14:09:00,4140500,1,443,"Zamora, Kushtia, Medina",0984429047,gargamrel3101@gmail.com,Lê Tuấn Đạt,Giao nhanh nha anh !,1018,3
4509,4,2018-07-14 23:43:00,2018-07-14 23:59:00,2018-07-15 13:06:00,2018-07-17 19:30:00,8809000,2,364,"Newport [Casnewydd GB-CNW], Haut-U_l_, Santa Ana",0984429047,dbloan33@gmail.com,Nguyễn Thị Hồng Hiên,Giao nhanh nha anh !,1324,9
4510,4,2018-12-09 15:58:00,2018-12-09 17:20:00,2018-12-10 08:05:00,2018-12-11 09:03:00,8849000,1,446,"Santiago, Ash Shariqah [Sharjah], Mbuji-Mayi",0984429047,tuantran@clevercfo.com,Huỳnh Đình Ánh,Giao nhanh nha anh !,801,6
4511,4,2018-10-13 21:05:00,2018-10-14 00:17:00,2018-10-14 17:34:00,2018-10-16 00:11:00,15818000,2,254,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",0984429047,kienthuanwoodknife@vnn.vn,Trần Như Xuân,Giao nhanh nha anh !,621,9
4512,4,2018-06-05 22:24:00,2018-06-05 23:37:00,2018-06-06 11:38:00,2018-06-07 23:23:00,5765000,3,166,"Aude, Tocantins, Qormi",0984429047,luutri@nghenang.com.vn,Phạm Đình Dũng,Giao nhanh nha anh !,1180,8
4513,4,2019-09-07 03:10:00,2019-09-07 05:15:00,2019-09-07 13:39:00,2019-09-08 15:21:00,6480000,2,379,"Xã Hòa Hưng, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",0984429047,phanlananhvn@gmail.com,Hoàng Tiến Sỹ,Giao nhanh nha anh !,518,4
4514,4,2018-03-08 22:47:00,2018-03-09 02:26:00,2018-03-09 22:08:00,2018-03-12 00:52:00,5260000,2,348,"Phường 14, Quận Phú Nhuận, Hồ Chí Minh",0984429047,tongdasa@gmail.com,Đỗ Ngọc Hùng,Giao nhanh nha anh !,199,7
4515,4,2018-02-15 17:17:00,2018-02-15 19:40:00,2018-02-16 13:47:00,2018-02-18 21:24:00,21378000,4,106,"Córdoba, Trtr, Tripoli",0984429047,hovandoan1976@gmail.com,Nguyễn Thị Kim Chi,Giao nhanh nha anh !,967,3
4516,4,2019-05-02 19:39:00,2019-05-02 20:31:00,2019-05-03 08:02:00,2019-05-05 18:06:00,8276000,3,101,"Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh",0984429047,hmdkieu@gmail.com,Nông Văn Âu,Giao nhanh nha anh !,271,7
4517,4,2019-12-31 11:01:00,2019-12-31 15:20:00,2020-01-01 06:51:00,2020-01-03 06:23:00,7380500,2,161,"Phường An Đông, TP. Huế, Thừa Thiên Huế",0984429047,camhon.ly@hlbvn.hongleong.com,Trần Nguyễn Nhật Long Huy,Giao nhanh nha anh !,740,5
4518,4,2019-04-04 20:34:00,2019-04-05 01:32:00,2019-04-05 20:14:00,2019-04-07 10:13:00,6480000,2,484,"Phường 17, Quận Gò Vấp, Hồ Chí Minh",0984429047,ngotuvien@gmail.com,Đỗ Văn An Sơn,Giao nhanh nha anh !,217,3
4519,4,2019-03-14 16:05:00,2019-03-14 19:47:00,2019-03-15 11:55:00,2019-03-17 07:47:00,24178000,4,65,"Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",0984429047,trongminh@binhduongcityland.vn, Lê Thái,Giao nhanh nha anh !,176,2
4520,4,2019-02-23 03:26:00,2019-02-23 08:07:00,2019-02-23 17:42:00,2019-02-25 02:45:00,5280000,1,245,"B_char, Tierra del Fuego, Balkh",0984429047,ngocthuynaomi@yahoo.com, Nguyễn Văn Thành,Giao nhanh nha anh !,878,2
4521,4,2020-02-19 16:14:00,2020-02-19 18:12:00,2020-02-20 03:45:00,2020-02-22 15:33:00,7716000,3,275,"Phường 07, Quận Tân Bình, Hồ Chí Minh",0984429047,phucnx@unilogistics.vn, Nguyễn Phúc Thế Hùng,Giao nhanh nha anh !,167,7
4522,4,2020-01-31 03:35:00,2020-01-31 06:31:00,2020-01-31 21:31:00,2020-02-02 23:30:00,16440000,4,415,"Peravia, Sant Juli  de L ria, Lubumbashi",0984429047,huynhchau5987@yahoo.com,Cao Chí Dũng,Giao nhanh nha anh !,800,6
4523,4,2019-10-31 11:08:00,2019-10-31 14:15:00,2019-11-01 05:55:00,2019-11-02 22:35:00,9547000,2,109,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",0984429047,xuanho_xq@yahoo.com.vn,Dương Thị Quỳnh Trang,Giao nhanh nha anh !,623,9
